num_jobs,instance_id,solver,solver_key,total_profit,profit_ratio,completion_rate,utilization,makespan,num_scheduled
20,0,Greedy-by-Profit,greedy_profit,183.94,0.16850185962147998,0.1,1.0,13,2
20,0,Earliest Deadline First,edf,317.67,0.2910078598779795,0.25,1.0,10,5
20,0,Shortest Job First,sjf,346.64,0.31754639893003056,0.25,1.0,11,5
20,0,Profit Density,profit_density,346.64,0.31754639893003056,0.25,1.0,11,5
20,0,RL Agent (DQN),rl_agent,327.66,0.3001593961268573,0.2,1.0,15,4
20,1,Greedy-by-Profit,greedy_profit,268.83,0.28160353641163155,0.15,1.0,10,3
20,1,Earliest Deadline First,edf,295.44000000000005,0.30947791837760835,0.3,1.0,10,6
20,1,Shortest Job First,sjf,257.41999999999996,0.2696513869102488,0.3,1.0,13,6
20,1,Profit Density,profit_density,344.08000000000004,0.36042906226430904,0.3,1.0,14,6
20,1,RL Agent (DQN),rl_agent,350.68,0.3673426632028827,0.2,1.0,11,4
20,2,Greedy-by-Profit,greedy_profit,167.60000000000002,0.17300645161290326,0.1,1.0,18,2
20,2,Earliest Deadline First,edf,127.02,0.1311174193548387,0.25,1.0,15,5
20,2,Shortest Job First,sjf,65.96,0.06808774193548386,0.2,1.0,11,4
20,2,Profit Density,profit_density,176.57,0.1822658064516129,0.15,1.0,17,3
20,2,RL Agent (DQN),rl_agent,141.93,0.1465083870967742,0.1,1.0,11,2
20,3,Greedy-by-Profit,greedy_profit,99.38,0.08589010077264791,0.05,1.0,10,1
20,3,Earliest Deadline First,edf,242.99000000000004,0.21000639551967923,0.25,1.0,10,5
20,3,Shortest Job First,sjf,227.0,0.19618688745613885,0.3,1.0,11,6
20,3,Profit Density,profit_density,316.07000000000005,0.2731664736487305,0.2,1.0,10,4
20,3,RL Agent (DQN),rl_agent,233.99,0.20222806077472216,0.15,1.0,10,3
20,4,Greedy-by-Profit,greedy_profit,200.2,0.18930905033426948,0.15,1.0,9,3
20,4,Earliest Deadline First,edf,236.85,0.22396527758077786,0.25,1.0,9,5
20,4,Shortest Job First,sjf,228.39,0.21596550452469432,0.3,1.0,17,6
20,4,Profit Density,profit_density,296.40999999999997,0.280285192855049,0.25,1.0,10,5
20,4,RL Agent (DQN),rl_agent,304.75,0.2881714939528902,0.2,1.0,9,4
20,5,Greedy-by-Profit,greedy_profit,168.07999999999998,0.16006856816342077,0.1,1.0,10,2
20,5,Earliest Deadline First,edf,400.08,0.3810104280748536,0.3,1.0,17,6
20,5,Shortest Job First,sjf,327.09,0.3114994524070282,0.3,1.0,11,6
20,5,Profit Density,profit_density,392.96,0.37422979858101996,0.25,1.0,14,5
20,5,RL Agent (DQN),rl_agent,365.21999999999997,0.34781200895195463,0.25,1.0,17,5
20,6,Greedy-by-Profit,greedy_profit,170.0,0.20845595448302923,0.1,1.0,14,2
20,6,Earliest Deadline First,edf,190.33,0.23338483421620562,0.35,1.0,12,7
20,6,Shortest Job First,sjf,148.39000000000001,0.18195752403374535,0.3,1.0,11,6
20,6,Profit Density,profit_density,247.66000000000003,0.30368353933686487,0.3,1.0,12,6
20,6,RL Agent (DQN),rl_agent,190.13,0.2331395919168138,0.25,1.0,13,5
20,7,Greedy-by-Profit,greedy_profit,181.19,0.16716486760771287,0.1,1.0,13,2
20,7,Earliest Deadline First,edf,243.91,0.22502998431589627,0.2,1.0,15,4
20,7,Shortest Job First,sjf,132.44,0.12218839376326228,0.15,1.0,10,3
20,7,Profit Density,profit_density,235.78,0.21752929237014482,0.15,1.0,14,3
20,7,RL Agent (DQN),rl_agent,235.78,0.21752929237014482,0.15,1.0,14,3
20,8,Greedy-by-Profit,greedy_profit,188.35000000000002,0.16897226109735528,0.1,1.0,10,2
20,8,Earliest Deadline First,edf,339.84000000000003,0.3048767359242114,0.25,1.0,13,5
20,8,Shortest Job First,sjf,384.54,0.3449779308859941,0.25,1.0,18,5
20,8,Profit Density,profit_density,384.54,0.3449779308859941,0.25,1.0,18,5
20,8,RL Agent (DQN),rl_agent,319.21,0.28636918218681584,0.2,1.0,17,4
20,9,Greedy-by-Profit,greedy_profit,192.51,0.22198007471980077,0.1,1.0,10,2
20,9,Earliest Deadline First,edf,279.24,0.32198699321986995,0.3,1.0,13,6
20,9,Shortest Job First,sjf,279.5,0.32228679488953466,0.25,1.0,10,5
20,9,Profit Density,profit_density,290.40999999999997,0.3348669341820027,0.2,1.0,10,4
20,9,RL Agent (DQN),rl_agent,290.15000000000003,0.33456713251233805,0.25,1.0,13,5
20,10,Greedy-by-Profit,greedy_profit,156.53,0.17921298787538784,0.1,1.0,10,2
20,10,Earliest Deadline First,edf,187.09,0.21420148151540477,0.2,1.0,12,4
20,10,Shortest Job First,sjf,165.71,0.18972327490468613,0.2,1.0,15,4
20,10,Profit Density,profit_density,208.23000000000002,0.23840490938025943,0.15,1.0,11,3
20,10,RL Agent (DQN),rl_agent,167.8,0.19211613981658518,0.1,1.0,10,2
20,11,Greedy-by-Profit,greedy_profit,272.49,0.30449212202480724,0.15,1.0,14,3
20,11,Earliest Deadline First,edf,334.88,0.3742094088724997,0.3,1.0,12,6
20,11,Shortest Job First,sjf,235.89,0.26359369761984575,0.25,1.0,10,5
20,11,Profit Density,profit_density,343.12999999999994,0.38342831601296223,0.25,1.0,14,5
20,11,RL Agent (DQN),rl_agent,343.12999999999994,0.38342831601296223,0.25,1.0,14,5
20,12,Greedy-by-Profit,greedy_profit,94.46,0.09038974957656717,0.05,1.0,10,1
20,12,Earliest Deadline First,edf,243.69,0.23318947781403404,0.25,1.0,11,5
